"picklist name","picklist value","picklist value description","CFIHOS unique id","source standard code","created date","modified date","terminated date","change request number","status"
"receiver type","radio","An artefact that is a wireless communication link based on electromagnetic waves.","CFIHOS-60002298",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR52","STANDARD"
"receiver type","television","A signal receiver that is that part of a television system in which the picture and associated sounds are reproduced from the input signal.","CFIHOS-60002299",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR52","STANDARD"
"relief type","open to atmosphere",,"CFIHOS-60000897",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"relief type","pilot operated","A pressure relief valve that uses a pilot valve to indirectly activate the main valve.","CFIHOS-60000947",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"relief type","pressure/vacuum valve",,"CFIHOS-60000986",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"relief type","rupture disc","A physical object that is designed to burst at a certain excess pressure. It is part of a rupture disc assembly.","CFIHOS-60001060",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"relief type","rupture pin",,"CFIHOS-60001061",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"relief type","spring operated",,"CFIHOS-60001233",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"relief type","vacuum breaker",,"CFIHOS-60001321",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"relief type","vacuum valve",,"CFIHOS-60001322",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"relief type","weight loaded",,"CFIHOS-60001368",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"representation type","Intelligent vector drawing (CAD)","Intelligent vector drawing Like CAD","CFIHOS-60000726",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0027;FR69","STANDARD"
"representation type","Multi media","Multi media Like Film, Micro fiche, Video, Sound","CFIHOS-60000808",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0027;FR69","STANDARD"
"representation type","Raster Image","Raster Image like a bitmap","CFIHOS-60001050",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0027;FR69","STANDARD"
"representation type","Structured Data","Structured Data Like CSV file, MS-access, MS-Excel, Application Database","CFIHOS-60001173",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0027;FR69","STANDARD"
"representation type","Text","Technical publication or Text","CFIHOS-60001303",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0027;FR69","STANDARD"
"representation type","X",,"CFIHOS-60001380",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0027","TERMINATED"
"representation type","not specified","The representation type is not specified.","CFIHOS-60001670",,"2019-03-29T14:51:13.427Z","2021-10-12T15:02:03.835Z",,"CR0027","STANDARD"
"requirement standard source","ARC",,"CFIHOS-60002308",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR74","STANDARD"
"requirement standard source","CFIHOS",,"CFIHOS-60002309",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR74","STANDARD"
"safety critical item group","DS001",,"CFIHOS-60000390",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","DS002",,"CFIHOS-60000391",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","DS003",,"CFIHOS-60000392",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER001",,"CFIHOS-60000453",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER002",,"CFIHOS-60000454",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER003",,"CFIHOS-60000455",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER004",,"CFIHOS-60000456",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER005",,"CFIHOS-60000457",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER006",,"CFIHOS-60000458",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER007",,"CFIHOS-60000459",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER008",,"CFIHOS-60000460",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER009",,"CFIHOS-60000461",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER010",,"CFIHOS-60000462",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","ER011",,"CFIHOS-60000463",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC001",,"CFIHOS-60000619",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC002",,"CFIHOS-60000620",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC003",,"CFIHOS-60000621",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC004",,"CFIHOS-60000622",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC005",,"CFIHOS-60000623",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC006",,"CFIHOS-60000624",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC007",,"CFIHOS-60000625",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC008",,"CFIHOS-60000626",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","IC009",,"CFIHOS-60000627",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","LS001",,"CFIHOS-60000780",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","LS002",,"CFIHOS-60000781",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","LS003",,"CFIHOS-60000782",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","LS004",,"CFIHOS-60000783",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC001",,"CFIHOS-60000916",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC002",,"CFIHOS-60000917",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC003",,"CFIHOS-60000918",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC004",,"CFIHOS-60000919",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC005",,"CFIHOS-60000920",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC006",,"CFIHOS-60000921",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC007",,"CFIHOS-60000922",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC008",,"CFIHOS-60000923",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC009",,"CFIHOS-60000924",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC010",,"CFIHOS-60000925",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC011",,"CFIHOS-60000926",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC012",,"CFIHOS-60000927",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC013",,"CFIHOS-60000928",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC014",,"CFIHOS-60000929",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC015",,"CFIHOS-60000930",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PC016",,"CFIHOS-60000931",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS001",,"CFIHOS-60000994",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS002",,"CFIHOS-60000995",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS003",,"CFIHOS-60000996",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS004",,"CFIHOS-60000997",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS005",,"CFIHOS-60000998",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS006",,"CFIHOS-60000999",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS007",,"CFIHOS-60001000",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS008",,"CFIHOS-60001001",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS009",,"CFIHOS-60001002",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS010",,"CFIHOS-60001003",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS011",,"CFIHOS-60001004",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS012",,"CFIHOS-60001005",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS013",,"CFIHOS-60001006",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS014",,"CFIHOS-60001007",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS015",,"CFIHOS-60001008",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","PS016",,"CFIHOS-60001009",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD001",,"CFIHOS-60001174",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD002",,"CFIHOS-60001175",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD003",,"CFIHOS-60001176",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD004",,"CFIHOS-60001177",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD005",,"CFIHOS-60001178",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD006",,"CFIHOS-60001179",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD007",,"CFIHOS-60001180",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD008",,"CFIHOS-60001181",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SD009",,"CFIHOS-60001182",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SI001",,"CFIHOS-60001193",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SI002",,"CFIHOS-60001194",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SI003",,"CFIHOS-60001195",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SI004",,"CFIHOS-60001196",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SI005",,"CFIHOS-60001197",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SI006",,"CFIHOS-60001198",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SI007",,"CFIHOS-60001199",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety critical item group","SI008",,"CFIHOS-60001200",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"CR0030","STANDARD"
"safety integrity level","SIL 0","tolerable risk (0-10 Risk Reduction Factor)","CFIHOS-60001722","ANSI/ISA-84.00.01-2004 Part 1","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028","STANDARD"
"safety integrity level","SIL 1","minimal risk (>10 to less than or equal to 100 Risk Reduction Factor)","CFIHOS-60001723","ANSI/ISA-84.00.01-2004 Part 1","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"safety integrity level","SIL 2","medium risk (>100 to less than or equal to 1000 Risk Reduction Factor)","CFIHOS-60001724","ANSI/ISA-84.00.01-2004 Part 1","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"safety integrity level","SIL 3","high risk (>1000 to less than or equal to 10,000 Risk Reduction Factor)","CFIHOS-60001725","ANSI/ISA-84.00.01-2004 Part 1","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"safety integrity level","SIL 4","highest risk (>10,000 to less than or equal to 100,000 Risk Reduction Factor)","CFIHOS-60001726","ANSI/ISA-84.00.01-2004 Part 1","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"seat design type","metal-to-metal seated","metal-to-metal seated","CFIHOS-60001714","ISO 14224:2016","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"seat design type","soft-seated","soft-seated","CFIHOS-60001713","ISO 14224:2016","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"seat leakage class","Class I","Allowable leakage as agreed between Contractor and Manufacturer; A modification of any Class II, III or IV valve where design intent is the same as the basic class, but by agreement between user and supplier, no test is required.","CFIHOS-60001707","IEC 60534-4:2006","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"seat leakage class","Class II","No more leakage than 0.5 % of rated flow capacity; 0.5% of rated valve capacity","CFIHOS-60001708","IEC 60534-4:2006","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"seat leakage class","Class III","No more leakage than 0.1 % of rated flow capacity; 0.1% of rated valve capacity","CFIHOS-60001709","IEC 60534-4:2006","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"seat leakage class","Class IV","No more leakage than 0.01 % of rated flow capacity; 0.01% of rated valve capacity","CFIHOS-60001710","IEC 60534-4:2006","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"seat leakage class","Class V","No more leakage than 10.8 x 10-6 x D Nm3/h (D is the seat diameter in mm);See Table 1 of ANSI B16.104/FCI 70-2","CFIHOS-60001711","IEC 60534-4:2006","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"seat leakage class","Class VI","For values, refer to IEC 60534-4 Table 3; Leakage per Paragraph 5.4.4 of ANSI B16.104/FCI 70-2 as expressed in ml per minute versus seat diameter","CFIHOS-60001712","IEC 60534-4:2006","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"sensing principle","camera",,"CFIHOS-60000262","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","catalytic",,"CFIHOS-60000273","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","electrochemical",,"CFIHOS-60000439","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","fixed point",,"CFIHOS-60000501","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","fusible plug",,"CFIHOS-60000534","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","infrared",,"CFIHOS-60000643","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","infrared flammable",,"CFIHOS-60000644","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","ionisation",,"CFIHOS-60000654","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","laser-based aspirating",,"CFIHOS-60000752","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","open path",,"CFIHOS-60000896",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","optical",,"CFIHOS-60000898",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","optical beam",,"CFIHOS-60000899",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","photoelectric",,"CFIHOS-60000946","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","rate compensated",,"CFIHOS-60001036","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","rate of rise",,"CFIHOS-60001037","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","semi conductor",,"CFIHOS-60001191","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","solid state",,"CFIHOS-60001225","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","ultrasonic (acoustic)",,"CFIHOS-60001310","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"sensing principle","ultraviolet",,"CFIHOS-60001311","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"unit of measure","o",,"CFIHOS-60000882",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","ohm","The SI derived unit for electric resistance.","CFIHOS-60001476",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","parts per million","is a mass ratio scale intended to quantify a mass concentration, being the quotient of a mass of the part devided by the mass of the whole, times 1000000. Also used for a number ratio.","CFIHOS-60000982",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","percentage","is a number scale which is 100 times the quotient of a quantity divided by a reference quantity.","CFIHOS-60000001",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
