"CFIHOS unique id","discipline CFIHOS unique id","discipline code","discipline name","document type CFIHOS unique id","document type short code","document type name","document type description","discipline document type short code","asset type reference","representation type","native file delivery timing","native document fomat","authenticated record format","required document status for detailed engineering","required document status for construction","required document status for commissioning","required document status for startup","required document status for operations","review type","discipline document type comment","hardcopy document required","translated document required","status","created date","modified date","terminated date","change request number","synonym"
"CFIHOS-20001577","CFIHOS-20000019","MH","heating, ventilating, and air conditioning","CFIHOS-70000237","0980","block diagram","A schematic diagram which shows the relation between the main functions or the main component in the plant or group of plants.","MH0980","Plant","Intelligent vector drawing (CAD)","during project",,,"IFD","IFD","not specified","not specified","IFD","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T14:53:14.601Z",,"FR27;FR74",
"CFIHOS-20001578","CFIHOS-20000002","BA","construction","CFIHOS-70000045","8502","clarification request","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","BA8502","Plant","Text","during project",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001579","CFIHOS-20000018","LA","pipeline engineering","CFIHOS-70000057","2404","construction diagram","A diagram detailing assembly and fabrication.","LA2404","Tag","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFC","not specified","not specified","IFC","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001580","CFIHOS-20000043","BC","commissioning","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","BC1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001581","CFIHOS-20000018","LA","pipeline engineering","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","LA1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001582","CFIHOS-20000020","MP","piping engineering","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","MP1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001583","CFIHOS-20000006","CS","structural engineering","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","CS1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001584","CFIHOS-20000030","TA","telecommunications","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","TA1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001585","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000431","9005","declaration of conformity","Declaration that contains sufficient information to enable an recipient of the declaration of conformity to identify the issuer of the declaration, the object of the declaration, the standards and other specified requirements with which conformity is declared, and the person signing for and on behalf of the issuer of the declaration of conformity (first party).","AA9005","Equipment","Raster Image","not applicable",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001586","CFIHOS-20000003","CB","architectural engineering","CFIHOS-70000086","1206","design calculation","A calculations prepared in order to prove that the item of equipment or system selected meets the design criteria.","CB1206","Equipment","Text","at handover",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001587","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000086","1206","design calculation","A calculations prepared in order to prove that the item of equipment or system selected meets the design criteria.","MX1206","Equipment","Text","at handover",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001588","CFIHOS-20000031","UA","subsea engineering","CFIHOS-70000086","1206","design calculation","A calculations prepared in order to prove that the item of equipment or system selected meets the design criteria.","UA1206","Equipment","Text","at handover",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001589","CFIHOS-20000003","CB","architectural engineering","CFIHOS-70000117","2105","design datasheet","A datasheet which provides precise information about a  tag and compliments equipment specification.","CB2105","Equipment","Text","at handover",,,"IFD","IFD","IFD","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001590","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000117","2105","design datasheet","A datasheet which provides precise information about a  tag and compliments equipment specification.","CX2105","Equipment","Text","at handover",,,"IFD","IFD","IFD","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001591","CFIHOS-20000013","HS","safety","CFIHOS-70000117","2105","design datasheet","A datasheet which provides precise information about a  tag and compliments equipment specification.","HS2105","Equipment","Text","at handover",,,"IFD","IFD","IFD","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001592","CFIHOS-20000020","MP","piping engineering","CFIHOS-70000089","8218","design layout study","A document assessing different physical configurations of a set of equipment and explaining the rationale supporting the adoption of a particular layout.","MP8218","Plant","Text","at handover",,,"IFD","not specified","not specified","not specified","IFD","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001593","CFIHOS-20000020","MP","piping engineering","CFIHOS-70000092","7403","design review report","A report documenting verification of a design, based on comparison with standards, constructability, operability, safety, etc. May be performed by internal or external resources.","MP7403","Process_Unit","Text","during project",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001594","CFIHOS-20000003","CB","architectural engineering","CFIHOS-70000116","2320","equipment cross section diagram","A sliced view of a part or component that shows its internal make up.","CB2320","Equipment","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001595","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000116","2320","equipment cross section diagram","A sliced view of a part or component that shows its internal make up.","EA2320","Equipment","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001596","CFIHOS-20000019","MH","heating, ventilating, and air conditioning","CFIHOS-70000116","2320","equipment cross section diagram","A sliced view of a part or component that shows its internal make up.","MH2320","Equipment","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001597","CFIHOS-20000020","MP","piping engineering","CFIHOS-70000116","2320","equipment cross section diagram","A sliced view of a part or component that shows its internal make up.","MP2320","Equipment","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001598","CFIHOS-20000013","HS","safety","CFIHOS-70000116","2320","equipment cross section diagram","A sliced view of a part or component that shows its internal make up.","HS2320","Equipment","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001599","CFIHOS-20000030","TA","telecommunications","CFIHOS-70000116","2320","equipment cross section diagram","A sliced view of a part or component that shows its internal make up.","TA2320","Equipment","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001600","CFIHOS-20000019","MH","heating, ventilating, and air conditioning","CFIHOS-70000126","4322","equipment list","A customized list developed to support discipline activities, extract from a Register that is used as a secondary reference (i.e. not the master). Considers all potential disciplines. Covers: conduits, panels, pipe supports, piping speciality items, lighting, etc.","MH4322","Plant","Structured Data","during project",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001601","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000126","4322","equipment list","A customized list developed to support discipline activities, extract from a Register that is used as a secondary reference (i.e. not the master). Considers all potential disciplines. Covers: conduits, panels, pipe supports, piping speciality items, lighting, etc.","MX4322","Plant","Structured Data","during project",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001602","CFIHOS-20000013","HS","safety","CFIHOS-70000126","4322","equipment list","A customized list developed to support discipline activities, extract from a Register that is used as a secondary reference (i.e. not the master). Considers all potential disciplines. Covers: conduits, panels, pipe supports, piping speciality items, lighting, etc.","HS4322","Plant","Structured Data","during project",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
